Model,Category,Difficulty,Video ID,Frames,Yes Count,Detection Rate,Has Detection,Top 10 Yes Confidences
Qwen2.5-VL,Robbery,medium,Robbery062_x264,120,56,0.4667,True,"[0.84, 0.84, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83, 0.82, 0.82]"
Qwen2.5-VL,Robbery,medium,Robbery063_x264,71,25,0.3521,True,"[0.89, 0.86, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84, 0.83, 0.83]"
Qwen2.5-VL,Robbery,medium,Robbery064_x264,47,8,0.1702,True,"[0.83, 0.82, 0.8, 0.8, 0.79, 0.79, 0.78, 0.75]"
Qwen2.5-VL,Robbery,medium,Robbery065_x264,79,22,0.2785,True,"[0.89, 0.88, 0.86, 0.85, 0.84, 0.84, 0.83, 0.82, 0.82, 0.81]"
Qwen2.5-VL,Robbery,medium,Robbery066_x264,159,52,0.327,True,"[0.96, 0.95, 0.93, 0.93, 0.92, 0.91, 0.91, 0.9, 0.9, 0.9]"
Qwen2.5-VL,Robbery,medium,Robbery067_x264,133,3,0.0226,True,"[0.86, 0.78, 0.76]"
Qwen2.5-VL,Robbery,medium,Robbery068_x264,13,3,0.2308,True,"[0.91, 0.86, 0.82]"
Qwen2.5-VL,Robbery,medium,Robbery069_x264,22,2,0.0909,True,"[0.96, 0.9]"
Qwen2.5-VL,Robbery,medium,Robbery070_x264,19,12,0.6316,True,"[0.93, 0.93, 0.92, 0.91, 0.91, 0.89, 0.86, 0.86, 0.84, 0.84]"
Qwen2.5-VL,Robbery,medium,Robbery071_x264,52,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery072_x264,46,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery073_x264,250,14,0.056,True,"[0.85, 0.84, 0.83, 0.8, 0.8, 0.78, 0.77, 0.77, 0.77, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery074_x264,26,5,0.1923,True,"[0.83, 0.8, 0.8, 0.79, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery075_x264,97,1,0.0103,True,[0.76]
Qwen2.5-VL,Robbery,medium,Robbery076_x264,25,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery077_x264,38,8,0.2105,True,"[0.9, 0.9, 0.88, 0.84, 0.83, 0.82, 0.81, 0.8]"
Qwen2.5-VL,Robbery,medium,Robbery078_x264,80,14,0.175,True,"[0.89, 0.86, 0.85, 0.84, 0.84, 0.83, 0.81, 0.8, 0.78, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery079_x264,24,2,0.0833,True,"[0.83, 0.79]"
Qwen2.5-VL,Robbery,medium,Robbery080_x264,82,9,0.1098,True,"[0.88, 0.86, 0.84, 0.84, 0.81, 0.8, 0.76, 0.74, 0.74]"
Qwen2.5-VL,Robbery,medium,Robbery081_x264,183,83,0.4536,True,"[0.9, 0.9, 0.89, 0.87, 0.86, 0.86, 0.85, 0.85, 0.85, 0.85]"
Qwen2.5-VL,Robbery,medium,Robbery082_x264,52,30,0.5769,True,"[0.94, 0.94, 0.92, 0.91, 0.91, 0.91, 0.9, 0.9, 0.89, 0.88]"
Qwen2.5-VL,Robbery,medium,Robbery083_x264,32,1,0.0312,True,[0.76]
Qwen2.5-VL,Robbery,medium,Robbery084_x264,107,26,0.243,True,"[0.9, 0.89, 0.87, 0.87, 0.87, 0.85, 0.85, 0.85, 0.84, 0.83]"
Qwen2.5-VL,Robbery,medium,Robbery085_x264,62,12,0.1935,True,"[0.85, 0.82, 0.82, 0.81, 0.81, 0.81, 0.8, 0.8, 0.8, 0.8]"
Qwen2.5-VL,Robbery,medium,Robbery086_x264,240,37,0.1542,True,"[0.87, 0.86, 0.86, 0.86, 0.85, 0.84, 0.83, 0.82, 0.81, 0.81]"
Qwen2.5-VL,Robbery,medium,Robbery087_x264,33,2,0.0606,True,"[0.79, 0.78]"
Qwen2.5-VL,Robbery,medium,Robbery088_x264,157,39,0.2484,True,"[0.92, 0.91, 0.9, 0.88, 0.87, 0.87, 0.86, 0.86, 0.86, 0.86]"
Qwen2.5-VL,Robbery,medium,Robbery089_x264,9,3,0.3333,True,"[0.86, 0.81, 0.81]"
Qwen2.5-VL,Robbery,medium,Robbery090_x264,223,95,0.426,True,"[0.95, 0.94, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.9, 0.9]"
Qwen2.5-VL,Robbery,medium,Robbery091_x264,63,47,0.746,True,"[0.9, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.88, 0.88]"
Qwen2.5-VL,Robbery,medium,Robbery092_x264,28,1,0.0357,True,[0.83]
Qwen2.5-VL,Robbery,medium,Robbery093_x264,39,9,0.2308,True,"[0.83, 0.81, 0.8, 0.79, 0.77, 0.77, 0.77, 0.76, 0.74]"
Qwen2.5-VL,Robbery,medium,Robbery094_x264,124,26,0.2097,True,"[0.92, 0.91, 0.91, 0.89, 0.89, 0.88, 0.88, 0.87, 0.87, 0.86]"
Qwen2.5-VL,Robbery,medium,Robbery095_x264,42,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery096_x264,134,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery097_x264,117,31,0.265,True,"[0.9, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.86]"
Qwen2.5-VL,Robbery,medium,Robbery098_x264,403,13,0.0323,True,"[0.85, 0.83, 0.83, 0.79, 0.79, 0.77, 0.77, 0.77, 0.77, 0.76]"
Qwen2.5-VL,Robbery,medium,Robbery099_x264,53,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery100_x264,149,91,0.6107,True,"[0.9, 0.89, 0.88, 0.87, 0.86, 0.86, 0.86, 0.86, 0.85, 0.85]"
Qwen2.5-VL,Robbery,medium,Robbery101_x264,111,5,0.045,True,"[0.8, 0.77, 0.77, 0.75, 0.74]"
Qwen2.5-VL,Robbery,medium,Robbery102_x264,60,3,0.05,True,"[0.83, 0.8, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery103_x264,72,4,0.0556,True,"[0.87, 0.87, 0.82, 0.79]"
Qwen2.5-VL,Robbery,medium,Robbery104_x264,58,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery105_x264,61,30,0.4918,True,"[0.87, 0.85, 0.85, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83, 0.83]"
Qwen2.5-VL,Robbery,medium,Robbery106_x264,39,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery107_x264,56,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery108_x264,47,34,0.7234,True,"[0.88, 0.87, 0.87, 0.86, 0.86, 0.85, 0.84, 0.84, 0.84, 0.83]"
Qwen2.5-VL,Robbery,medium,Robbery109_x264,100,39,0.39,True,"[0.93, 0.92, 0.91, 0.89, 0.89, 0.88, 0.87, 0.86, 0.86, 0.86]"
Qwen2.5-VL,Robbery,medium,Robbery110_x264,84,10,0.119,True,"[0.86, 0.85, 0.81, 0.81, 0.8, 0.79, 0.78, 0.78, 0.77, 0.75]"
Qwen2.5-VL,Robbery,medium,Robbery111_x264,190,86,0.4526,True,"[0.92, 0.92, 0.91, 0.9, 0.9, 0.89, 0.89, 0.88, 0.87, 0.87]"
Qwen2.5-VL,Robbery,medium,Robbery112_x264,45,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery113_x264,27,8,0.2963,True,"[0.87, 0.86, 0.84, 0.83, 0.83, 0.83, 0.77, 0.76]"
Qwen2.5-VL,Robbery,medium,Robbery114_x264,69,12,0.1739,True,"[0.87, 0.85, 0.84, 0.82, 0.82, 0.82, 0.81, 0.81, 0.79, 0.79]"
Qwen2.5-VL,Robbery,medium,Robbery115_x264,61,17,0.2787,True,"[0.85, 0.84, 0.84, 0.84, 0.83, 0.83, 0.82, 0.8, 0.8, 0.8]"
Qwen2.5-VL,Robbery,medium,Robbery116_x264,14,4,0.2857,True,"[0.86, 0.78, 0.78, 0.75]"
Qwen2.5-VL,Robbery,medium,Robbery117_x264,112,1,0.0089,True,[0.78]
Qwen2.5-VL,Robbery,medium,Robbery118_x264,65,19,0.2923,True,"[0.85, 0.84, 0.83, 0.82, 0.81, 0.81, 0.8, 0.8, 0.79, 0.78]"
Qwen2.5-VL,Robbery,medium,Robbery119_x264,102,27,0.2647,True,"[0.85, 0.83, 0.83, 0.83, 0.83, 0.82, 0.81, 0.81, 0.81, 0.81]"
Qwen2.5-VL,Robbery,medium,Robbery120_x264,32,18,0.5625,True,"[0.83, 0.83, 0.82, 0.81, 0.81, 0.8, 0.8, 0.8, 0.79, 0.79]"
Qwen2.5-VL,Robbery,medium,Robbery121_x264,46,7,0.1522,True,"[0.86, 0.84, 0.82, 0.82, 0.8, 0.79, 0.78]"
Qwen2.5-VL,Robbery,medium,Robbery122_x264,34,1,0.0294,True,[0.78]
Qwen2.5-VL,Robbery,medium,Robbery123_x264,36,3,0.0833,True,"[0.83, 0.82, 0.75]"
Qwen2.5-VL,Robbery,medium,Robbery124_x264,318,25,0.0786,True,"[0.9, 0.88, 0.87, 0.87, 0.86, 0.85, 0.84, 0.84, 0.84, 0.83]"
Qwen2.5-VL,Robbery,medium,Robbery125_x264,236,1,0.0042,True,[0.76]
Qwen2.5-VL,Robbery,medium,Robbery126_x264,52,1,0.0192,True,[0.84]
Qwen2.5-VL,Robbery,medium,Robbery127_x264,42,20,0.4762,True,"[0.9, 0.89, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87, 0.86]"
Qwen2.5-VL,Robbery,medium,Robbery128_x264,220,5,0.0227,True,"[0.88, 0.87, 0.85, 0.81, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery129_x264,74,5,0.0676,True,"[0.82, 0.81, 0.81, 0.79, 0.75]"
Qwen2.5-VL,Robbery,medium,Robbery130_x264,61,46,0.7541,True,"[0.87, 0.86, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84, 0.83, 0.83]"
Qwen2.5-VL,Robbery,medium,Robbery131_x264,50,19,0.38,True,"[0.94, 0.93, 0.93, 0.91, 0.89, 0.89, 0.88, 0.87, 0.87, 0.87]"
Qwen2.5-VL,Robbery,medium,Robbery132_x264,22,11,0.5,True,"[0.85, 0.83, 0.82, 0.8, 0.78, 0.77, 0.75, 0.75, 0.75, 0.75]"
Qwen2.5-VL,Robbery,medium,Robbery133_x264,59,6,0.1017,True,"[0.88, 0.87, 0.84, 0.82, 0.82, 0.81]"
Qwen2.5-VL,Robbery,medium,Robbery134_x264,21,8,0.381,True,"[0.91, 0.87, 0.87, 0.84, 0.84, 0.84, 0.82, 0.79]"
Qwen2.5-VL,Robbery,medium,Robbery135_x264,109,54,0.4954,True,"[0.88, 0.88, 0.87, 0.87, 0.86, 0.86, 0.85, 0.85, 0.85, 0.85]"
Qwen2.5-VL,Robbery,medium,Robbery136_x264,37,20,0.5405,True,"[0.9, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86]"
Qwen2.5-VL,Robbery,medium,Robbery137_x264,73,20,0.274,True,"[0.92, 0.88, 0.87, 0.83, 0.81, 0.81, 0.8, 0.8, 0.79, 0.79]"
Qwen2.5-VL,Robbery,medium,Robbery138_x264,20,9,0.45,True,"[0.89, 0.89, 0.85, 0.83, 0.81, 0.8, 0.79, 0.79, 0.77]"
Qwen2.5-VL,Robbery,medium,Robbery139_x264,32,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery140_x264,35,6,0.1714,True,"[0.85, 0.83, 0.81, 0.81, 0.8, 0.79]"
Qwen2.5-VL,Robbery,medium,Robbery141_x264,132,11,0.0833,True,"[0.9, 0.85, 0.85, 0.79, 0.78, 0.78, 0.78, 0.77, 0.76, 0.74]"
Qwen2.5-VL,Robbery,medium,Robbery142_x264,83,1,0.012,True,[0.78]
Qwen2.5-VL,Robbery,medium,Robbery143_x264,31,20,0.6452,True,"[0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87]"
Qwen2.5-VL,Robbery,medium,Robbery144_x264,26,0,0.0,False,[]
Qwen2.5-VL,Robbery,medium,Robbery145_x264,44,21,0.4773,True,"[0.9, 0.9, 0.9, 0.89, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87]"
Qwen2.5-VL,Robbery,medium,Robbery146_x264,54,2,0.037,True,"[0.85, 0.83]"
Qwen2.5-VL,Robbery,medium,Robbery147_x264,29,14,0.4828,True,"[0.88, 0.87, 0.86, 0.85, 0.85, 0.82, 0.81, 0.8, 0.78, 0.78]"
Qwen2.5-VL,Robbery,medium,Robbery148_x264,120,2,0.0167,True,"[0.79, 0.78]"
Qwen2.5-VL,Robbery,medium,Robbery149_x264,41,35,0.8537,True,"[0.91, 0.88, 0.88, 0.87, 0.87, 0.86, 0.86, 0.86, 0.86, 0.85]"
Qwen2.5-VL,Robbery,medium,Robbery150_x264,123,2,0.0163,True,"[0.78, 0.77]"
Qwen2.5-VL,Shooting,easy,Shooting001_x264,8,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting002_x264,40,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting003_x264,75,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting004_x264,59,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting005_x264,177,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting006_x264,435,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting007_x264,47,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting008_x264,54,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting009_x264,172,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting010_x264,88,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting011_x264,133,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting012_x264,62,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting013_x264,35,1,0.0286,True,[0.89]
Qwen2.5-VL,Shooting,easy,Shooting014_x264,213,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting015_x264,57,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting017_x264,31,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting018_x264,59,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting019_x264,91,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting020_x264,169,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting021_x264,42,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting022_x264,151,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting023_x264,13,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting024_x264,66,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting025_x264,81,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting026_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting027_x264,23,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting028_x264,63,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting029_x264,45,2,0.0444,True,"[0.91, 0.86]"
Qwen2.5-VL,Shooting,easy,Shooting030_x264,38,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting031_x264,70,1,0.0143,True,[0.93]
Qwen2.5-VL,Shooting,easy,Shooting032_x264,722,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting033_x264,121,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting034_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting036_x264,127,1,0.0079,True,[0.92]
Qwen2.5-VL,Shooting,easy,Shooting037_x264,10,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting038_x264,43,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting039_x264,27,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting040_x264,28,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting041_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting042_x264,51,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting043_x264,62,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting044_x264,15,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting046_x264,169,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting047_x264,276,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting048_x264,91,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting050_x264,127,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting051_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting052_x264,185,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting053_x264,30,0,0.0,False,[]
Qwen2.5-VL,Shooting,easy,Shooting054_x264,24,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting001_x264,8,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting002_x264,40,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting003_x264,75,5,0.0667,True,"[0.88, 0.88, 0.85, 0.85, 0.83]"
Qwen2.5-VL,Shooting,hard,Shooting004_x264,59,2,0.0339,True,"[0.88, 0.84]"
Qwen2.5-VL,Shooting,hard,Shooting005_x264,177,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting006_x264,435,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting007_x264,47,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting008_x264,54,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting009_x264,172,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting010_x264,88,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting011_x264,133,49,0.3684,True,"[0.91, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89]"
Qwen2.5-VL,Shooting,hard,Shooting012_x264,62,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting013_x264,35,1,0.0286,True,[0.88]
Qwen2.5-VL,Shooting,hard,Shooting014_x264,213,1,0.0047,True,[0.85]
Qwen2.5-VL,Shooting,hard,Shooting015_x264,57,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting017_x264,31,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting018_x264,59,10,0.1695,True,"[0.87, 0.86, 0.84, 0.84, 0.84, 0.83, 0.82, 0.82, 0.82, 0.82]"
Qwen2.5-VL,Shooting,hard,Shooting019_x264,91,24,0.2637,True,"[0.87, 0.86, 0.85, 0.85, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84]"
Qwen2.5-VL,Shooting,hard,Shooting020_x264,169,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting021_x264,42,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting022_x264,151,2,0.0132,True,"[0.83, 0.83]"
Qwen2.5-VL,Shooting,hard,Shooting023_x264,13,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting024_x264,66,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting025_x264,81,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting026_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting027_x264,23,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting028_x264,63,1,0.0159,True,[0.82]
Qwen2.5-VL,Shooting,hard,Shooting029_x264,45,10,0.2222,True,"[0.91, 0.88, 0.87, 0.85, 0.85, 0.85, 0.83, 0.81, 0.8, 0.8]"
Qwen2.5-VL,Shooting,hard,Shooting030_x264,38,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting031_x264,70,2,0.0286,True,"[0.87, 0.8]"
Qwen2.5-VL,Shooting,hard,Shooting032_x264,722,20,0.0277,True,"[0.88, 0.88, 0.87, 0.85, 0.85, 0.84, 0.84, 0.84, 0.84, 0.83]"
Qwen2.5-VL,Shooting,hard,Shooting033_x264,121,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting034_x264,46,2,0.0435,True,"[0.83, 0.82]"
Qwen2.5-VL,Shooting,hard,Shooting036_x264,127,13,0.1024,True,"[0.89, 0.86, 0.86, 0.85, 0.84, 0.84, 0.84, 0.84, 0.84, 0.84]"
Qwen2.5-VL,Shooting,hard,Shooting037_x264,10,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting038_x264,43,1,0.0233,True,[0.8]
Qwen2.5-VL,Shooting,hard,Shooting039_x264,27,1,0.037,True,[0.83]
Qwen2.5-VL,Shooting,hard,Shooting040_x264,28,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting041_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting042_x264,51,1,0.0196,True,[0.86]
Qwen2.5-VL,Shooting,hard,Shooting043_x264,62,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting044_x264,15,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting046_x264,169,7,0.0414,True,"[0.89, 0.87, 0.86, 0.84, 0.8, 0.8, 0.79]"
Qwen2.5-VL,Shooting,hard,Shooting047_x264,276,12,0.0435,True,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.87]"
Qwen2.5-VL,Shooting,hard,Shooting048_x264,91,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting050_x264,127,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting051_x264,46,2,0.0435,True,"[0.85, 0.83]"
Qwen2.5-VL,Shooting,hard,Shooting052_x264,185,0,0.0,False,[]
Qwen2.5-VL,Shooting,hard,Shooting053_x264,30,5,0.1667,True,"[0.8, 0.8, 0.79, 0.78, 0.78]"
Qwen2.5-VL,Shooting,hard,Shooting054_x264,24,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting001_x264,8,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting002_x264,40,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting003_x264,75,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting004_x264,59,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting005_x264,177,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting006_x264,435,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting007_x264,47,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting008_x264,54,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting009_x264,172,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting010_x264,88,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting011_x264,133,1,0.0075,True,[0.76]
Qwen2.5-VL,Shooting,medium,Shooting012_x264,62,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting013_x264,35,1,0.0286,True,[0.83]
Qwen2.5-VL,Shooting,medium,Shooting014_x264,213,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting015_x264,57,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting017_x264,31,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting018_x264,59,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting019_x264,91,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting020_x264,169,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting021_x264,42,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting022_x264,151,1,0.0066,True,[0.75]
Qwen2.5-VL,Shooting,medium,Shooting023_x264,13,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting024_x264,66,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting025_x264,81,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting026_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting027_x264,23,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting028_x264,63,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting029_x264,45,4,0.0889,True,"[0.84, 0.82, 0.78, 0.77]"
Qwen2.5-VL,Shooting,medium,Shooting030_x264,38,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting031_x264,70,2,0.0286,True,"[0.88, 0.82]"
Qwen2.5-VL,Shooting,medium,Shooting032_x264,722,1,0.0014,True,[0.77]
Qwen2.5-VL,Shooting,medium,Shooting033_x264,121,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting034_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting036_x264,127,1,0.0079,True,[0.85]
Qwen2.5-VL,Shooting,medium,Shooting037_x264,10,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting038_x264,43,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting039_x264,27,2,0.0741,True,"[0.8, 0.75]"
Qwen2.5-VL,Shooting,medium,Shooting040_x264,28,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting041_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting042_x264,51,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting043_x264,62,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting044_x264,15,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting046_x264,169,2,0.0118,True,"[0.83, 0.78]"
Qwen2.5-VL,Shooting,medium,Shooting047_x264,276,9,0.0326,True,"[0.84, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83]"
Qwen2.5-VL,Shooting,medium,Shooting048_x264,91,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting050_x264,127,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting051_x264,46,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting052_x264,185,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting053_x264,30,0,0.0,False,[]
Qwen2.5-VL,Shooting,medium,Shooting054_x264,24,0,0.0,False,[]
Qwen2.5-VL,Shoplifting,easy,Shoplifting001_x264,144,9,0.0625,True,"[0.89, 0.89, 0.88, 0.87, 0.87, 0.86, 0.85, 0.85, 0.85]"
Qwen2.5-VL,Shoplifting,easy,Shoplifting003_x264,360,59,0.1639,True,"[0.91, 0.91, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.89]"
Qwen2.5-VL,Shoplifting,easy,Shoplifting004_x264,222,0,0.0,False,[]
Qwen2.5-VL,Shoplifting,easy,Shoplifting005_x264,65,6,0.0923,True,"[0.93, 0.91, 0.89, 0.87, 0.87, 0.86]"
Qwen2.5-VL,Shoplifting,easy,Shoplifting006_x264,105,33,0.3143,True,"[0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87]"
Qwen2.5-VL,Shoplifting,easy,Shoplifting007_x264,170,9,0.0529,True,"[0.88, 0.88, 0.87, 0.87, 0.87, 0.86, 0.86, 0.86, 0.86]"
Qwen2.5-VL,Shoplifting,easy,Shoplifting008_x264,297,0,0.0,False,[]
